CUI_ID,DrugBankID,DrugName
C2987648,DB08916,afatinib
C2001867,DB08917,ferric carboxymaltose
C3541367,DB08918,levomilnacipran
C0950252,DB08921,(4r)-limonene
C0084572,DB08922,perospirone
C0301353,DB08924,amfecloral
C0101700,DB08925,adrafinil
C1958507,DB08926,acediasulfone
C0051747,DB08927,amperozide
C0301341,DB08928,arsthinol
C3253985,DB08930,dolutegravir
C2717561,DB08931,riociguat
C2606556,DB08932,macitentan
C1956280,DB08933,luliconazole
C2976303,DB08934,sofosbuvir
C2742503,DB08935,obinutuzumab
C0008183,DB08936,chlorcyclizine
C1451803,DB08937,tas-102
C0065512,DB08938,magaldrate
C0064777,DB08939,letosteine
C0064324,DB08940,kebuzone
C0022267,DB08941,isoxsuprine
C0064104,DB08942,isoxicam
C0063953,DB08943,isoconazole
C0063912,DB08944,isoaminile
C0063827,DB08945,iotroxic acid
C0022028,DB08946,iopanoic acid
C0022026,DB08947,iopamidol
C0021961,DB08948,iodamide
C0063584,DB08949,inositol nicotinate
C0021252,DB08950,indoramin
C0021251,DB08951,indoprofen
C0063460,DB08952,indenolol
C0063448,DB08953,indalpine
C0063340,DB08954,ifenprodil
C0063268,DB08955,ibuproxam
C0020346,DB08956,hydroxydione
C0019476,DB08957,hexoprenaline
C0019468,DB08958,hexetidine
C0062637,DB08960,hexamethonium
C0052820,DB08961,azosemide
C0350998,DB08962,glibornuride
C0044923,DB08964,gemeprost
C0060879,DB08965,fusafungine
C0016865,DB08966,fursultiamine
C0118092,DB08967,dimetotiazine
C0650235,DB08968,fominoben
C0016380,DB08969,flurothyl
C0771950,DB08970,fluprednidene
C0016301,DB08971,fluocortolone
C0060493,DB08972,flumequine
C0352474,DB08973,fluclorolone acetonide
C0060477,DB08974,flubendazole
C0060463,DB08975,florantyrone
C0016245,DB08976,floctafenine
C0060206,DB08978,fentonium
C0015843,DB08979,fenspiride
C0015824,DB08980,fendiline
C0060156,DB08981,fenbufen
C0059877,DB08982,etozoline
C0059869,DB08983,etofibrate
C0059868,DB08984,etofenamate
C0015116,DB08985,etilefrine
C0059678,DB08986,etifoxine
C0015120,DB08987,etidocaine
C0059725,DB08988,ethoheptazine
C0059692,DB08989,etamivan
C0059469,DB08990,eprazinone
C0014581,DB08991,epirizole
C0043606,DB08992,eperisone
C0014405,DB08993,enviomycin
C0012777,DB08994,ditazole
C0012498,DB08995,diosmin
C0058199,DB08996,dimetacrine
C0011785,DB08997,dexetimide
C0615823,DB08998,demexiptiline
C0163082,DB08999,cyclopentamine
C0056643,DB09000,cyamemazine
C0105205,DB09001,barbexaclone
C0055930,DB09002,cloperastine
C0047305,DB09003,clocapramine
C0055897,DB09004,clobutinol
C0035158,DB09005,batroxobin
C0055883,DB09006,clinofibrate
C0055468,DB09007,chlorphenoxamine
C0007727,DB09008,cephaloridine
C1608295,DB09009,articaine
C0044401,DB09010,carmofur
C0053067,DB09011,beclamide
C0006972,DB09012,carbazochrome
C0053071,DB09013,befunolol
C0301409,DB09014,captodiame
C0282085,DB09015,canrenoic acid
C0054270,DB09016,butriptyline
C0054151,DB09017,brotizolam
C0054129,DB09018,bromopride
C0006220,DB09019,bromhexine
C0005632,DB09020,bisacodyl
C0053217,DB09021,benzoctamine
C0053105,DB09022,benfluorex
C0004962,DB09023,benactyzine
C1120110,DB09026,aliskiren
C3851350,DB09027,ledipasvir
C0056913,DB09028,cytisine
C3179547,DB09029,secukinumab
C2974521,DB09030,vorapaxar
C0068006,DB09031,miltefosine
C2742797,DB09033,vedolizumab
C3179535,DB09034,suvorexant
C3657270,DB09035,nivolumab
C1609931,DB09036,siltuximab
C3658706,DB09037,pembrolizumab
C3490348,DB09038,empagliflozin
C3272698,DB09039,eliglustat
C3273754,DB09040,efinaconazole
C3642427,DB09041,tavaborole
C2930762,DB09042,tedizolid phosphate
C2607479,DB09043,albiglutide
C3179549,DB09045,dulaglutide
C0961965,DB09046,metreleptin
C2825286,DB09047,finafloxacin
C1700730,DB09048,netupitant
C3700399,DB09049,naloxegol
C3852726,DB09050,ceftolozane
C3817397,DB09051,elosulfase alfa
C3853839,DB09052,blinatumomab
C3501358,DB09053,ibrutinib
C2698692,DB09054,idelalisib
C0050558,DB09055,acipimox
C0051736,DB09056,amorolfine
C4059023,DB09057,anthrax immune globulin human
C0164398,DB09059,atosiban
C3489748,DB09060,avibactam
C0006863,DB09061,cannabidiol
C0055006,DB09062,cefminox
C3818721,DB09063,ceritinib
C0055775,DB09064,ciprofibrate
C3177235,DB09065,cobicistat
C2713522,DB09066,corifollitropin alfa
C0251515,DB09067,corticorelin ovine triflutate
C3661282,DB09068,vortioxetine
C0041037,DB09069,trimetazidine
C0076660,DB09070,tibolone
C1313052,DB09071,tasimelteon
C0037537,DB09072,sodium oxybate
C3853822,DB09073,palbociclib
C2316164,DB09074,olaparib
C2975435,DB09075,edoxaban
C3661274,DB09076,umeclidinium
C0281581,DB09077,dinutuximab
C2986924,DB09078,lenvatinib
C2930789,DB09079,nintedanib
C2934193,DB09080,olodaterol
C0123163,DB09081,idebenone
C2935023,DB09082,vilanterol
C0257190,DB09083,ivabradine
C0005099,DB09084,benzydamine
C0039629,DB09085,tetracaine
C0015153,DB09086,eugenol
C0725101,DB09087,potassium alum
C0081580,DB09088,amylocaine
C0041023,DB09089,trimebutine
C0071081,DB09090,pinaverium
C0146010,DB09091,tixocortol
C0301387,DB09092,xanthinol
C0008293,DB09093,chlortetracycline
C0032333,DB09094,podophyllin
C0012227,DB09095,difluocortolone
C0005088,DB09096,benzoyl peroxide
C0256089,DB09097,quinagolide
C0143083,DB09098,somatrem
C0037659,DB09099,somatostatin
C0373723,DB09099,somatostatin
C1335871,DB09099,somatostatin
C2697526,DB09099,somatostatin
C0770555,DB09100,"thyroid, porcine"
C2606637,DB09101,elvitegravir
C3252090,DB09102,daclatasvir
C0538777,DB09103,ancestim
C0024476,DB09104,magnesium hydroxide
C3490795,DB09105,asfotase alfa
C0020352,DB09106,hydroxyethyl starch
C1328071,DB09107,methoxy polyethylene glycol-epoetin beta
C4064080,DB09108,simoctocog alfa
C3529563,DB09109,turoctocog alfa
C0206008,DB09110,coenzyme m
C2350383,DB09111,pentastarch
C0028214,DB09112,nitrous acid
C0771648,DB09113,poractant alfa
C0216971,DB09114,colfosceril palmitate
C0012341,DB09115,diiodohydroxyquinoline
C1611088,DB09116,calcium carbimide
C0030438,DB09117,paraldehyde
C0075262,DB09118,stiripentol
C2725262,DB09119,eslicarbazepine acetate
C0763832,DB09120,zucapsaicin
C0018033,DB09121,aurothioglucose
C3848580,DB09122,peginterferon beta-1a
C0057916,DB09123,dienogest
C0025145,DB09124,medrogestone
C0137996,DB09125,potassium citrate
C0885479,DB09125,potassium citrate
C1141639,DB09126,chorionic gonadotropin (human)
C3885614,DB09128,brexpiprazole
C0055617,DB09129,chromic chloride
C4048244,DB09129,chromic chloride
C0009968,DB09130,copper
C0373587,DB09130,copper
C2348263,DB09130,copper
C0056593,DB09131,cupric chloride
C0771795,DB09132,gadoteric acid
C0022034,DB09133,iothalamic acid
C0063828,DB09134,ioversol
C0063829,DB09135,ioxilan
C0063908,DB09136,isosulfan blue
C0075962,DB09137,technetium tc-99m mebrofenin
C0039416,DB09138,technetium tc-99m medronate
C0305030,DB09139,technetium tc-99m oxidronate
C0030054,DB09140,oxygen
C1547125,DB09140,oxygen
C2359957,DB09140,oxygen
C0033602,DB09141,protamine sulfate
C0037167,DB09142,sincalide
C3886731,DB09143,sonidegib
C0281351,DB09144,uridine triacetate
C0043047,DB09145,water
C0599638,DB09145,water
C1547961,DB09145,water
C1550678,DB09145,water
C0060241,DB09146,iron saccharate
C0117541,DB09147,ferric pyrophosphate
C3818757,DB09148,florbetaben (18f)
C3475363,DB09149,florbetapir (18f)
C2983948,DB09151,flutemetamol (18f)
C0028158,DB09152,nitrogen
C1550581,DB09152,nitrogen
C0037494,DB09153,sodium chloride
C0142825,DB09154,sodium citrate
C0018880,DB09155,helium
C0063817,DB09156,iopromide
C0007012,DB09157,carbon dioxide
C0201930,DB09157,carbon dioxide
C4059921,DB09158,trypan blue free acid
C0211492,DB09160,technetium tc-99m tetrofosmin
C0162680,DB09161,technetium tc-99m sestamibi
C0145055,DB09163,technetium tc-99m exametazime
C0075932,DB09164,technetium tc-99m disofenin
C0085250,DB09165,technetium tc-99m pyrophosphate
C0059862,DB09166,etizolam
C0013065,DB09167,dosulepin
C4305829,DB09168,4-phenylfentanyl
C0616012,DB09169,3-allylfentanyl
C0165736,DB09172,brifentanil
C4305826,DB09173,butyrfentanyl
C0065151,DB09174,lofentanil
C0128561,DB09175,mirfentanil
C0960558,DB09177,p-fluorofentanyl
C0070541,DB09178,phenaridine
C0286015,DB09179,r-30490
C4305821,DB09180,thienylfentanyl
C0214894,DB09181,trefentanil
C0652964,DB09182,benzylfentanyl
C3852512,DB09183,dasabuvir
C3529575,DB09184,edivoxetine
C0042665,DB09185,viloxazine
C0068785,DB09186,nisoxetine
C0126172,DB09187,lortalamine
C2698082,DB09188,amedalin
C0057095,DB09189,daledalin
C1565971,DB09190,talopram
C0144486,DB09191,talsupram
C0075803,DB09192,tandamine
C0059873,DB09194,etoperidone
C2825691,DB09195,lorpiprazole
C2697947,DB09196,lubazodone
C0065963,DB09197,mepiprazole
C2744790,DB09198,lobeglitazone
C1721279,DB09199,netoglitazone
C1958863,DB09200,rivoglitazone
C0055721,DB09201,ciglitazone
C0109817,DB09202,cirazoline
C0039086,DB09203,synephrine
C0104221,DB09204,arotinolol
C0040108,DB09205,moxisylyte
C0077147,DB09206,trimazosin
C0968041,DB09207,as-8112
C2350656,DB09208,pegloticase
C0070742,DB09209,pholcodine
C0031977,DB09210,piracetam
C0064987,DB09211,limaprost
C0065199,DB09212,loxoprofen
C2714681,DB09213,dexibuprofen
C0772505,DB09214,dexketoprofen
C0058765,DB09215,droxicam
C0076799,DB09216,tolfenamic acid
C1453102,DB09217,firocoxib
C0009018,DB09218,clonixin
C3652923,DB09219,bisoxatin
C0068700,DB09220,nicorandil
C0286382,DB09221,polaprezinc
C2587184,DB09222,fibrinogen human
C0287983,DB09223,blonanserin
C0066477,DB09224,melperone
C0078849,DB09225,zotepine
C4305820,DB09226,rp5063
C0078703,DB09227,barnidipine
C3195420,DB09228,conestat alfa
C0165312,DB09229,aranidipine
C0753287,DB09230,azelnidipine
C0053108,DB09231,benidipine
C0378675,DB09232,cilnidipine
C2825728,DB09233,cronidipine
C0112370,DB09234,darodipine
C0286819,DB09235,efonidipine
C0064568,DB09236,lacidipine
C2717539,DB09237,levamlodipine
C0065656,DB09238,manidipine
C0068753,DB09239,niguldipine
C0068770,DB09240,niludipine
C0025746,DB09241,methylene blue
C0066837,DB09242,moxonidine
C2697633,DB09243,hydracarbazine
C0071143,DB09244,pirlindole
C0076804,DB09245,toloxatone
C0601627,DB09246,benmoxin
C0063841,DB09247,iproclozide
C0065831,DB09248,mebanazine
C2825396,DB09249,octamoxin
C0031407,DB09250,pheniprazine
C2347504,DB09251,phenoxypropazine
C0071169,DB09252,pivhydrazine
C0073950,DB09253,safrazine
C0054820,DB09254,caroxazone
C0086140,DB09255,dextran
C0016778,DB09256,tegafur
C0393004,DB09257,gimeracil
C0535459,DB09257,gimeracil
C0916062,DB09258,bemiparin
C0254215,DB09259,reviparin
C0215717,DB09260,parnaparin
C0592532,DB09261,certoparin
C1876226,DB09262,imidafenacin
C4045522,DB09263,patiromer
C3885063,DB09264,idarucizumab
C2973895,DB09265,lixisenatide
C3555537,DB09266,technetium tc-99m tilmanocept
C0936139,DB09267,strontium ranelate
C0771269,DB09268,picosulfuric acid
C0070620,DB09269,phenylacetic acid
C0056077,DB09270,ubidecarenone
C0141757,DB09271,cimetropium
C3712232,DB09272,eluxadoline
C0058721,DB09273,doxofylline
C0052432,DB09274,artesunate
C0106556,DB09275,bismuth subcitrate
C0018034,DB09276,sodium aurothiomalate
C2698585,DB09277,choline c 11
C0001275,DB09278,activated charcoal
C2825622,DB09279,fimasartan
C3852684,DB09280,lumacaftor
C0065533,DB09281,magnesium trisilicate
C0026400,DB09282,molsidomine
C0040779,DB09283,trapidil
C0063433,DB09284,imolamine
C0066803,DB09285,morniflumate
C0071098,DB09286,pipamperone
C0032483,DB09287,polyethylene glycol
C0084186,DB09288,propacetamol
C0076652,DB09289,tianeptine
C0526950,DB09290,ramosetron
C3273719,DB09291,rolapitant
C4033447,DB09292,sacubitril
C0303029,DB09293,iodide i-131
C2828294,DB09293,iodide i-131
C0772080,DB09295,talniflumate
C3852670,DB09296,ombitasvir
C3864824,DB09297,paritaprevir
C4534679,DB09298,silibinin a
C3713958,DB09299,tenofovir alafenamide
C0006519,DB09300,butylscopolamine
C2827093,DB09300,butylscopolamine
C0008466,DB09301,chondroitin sulfate
C3491162,DB09302,alirocumab
C3529352,DB09303,evolocumab
C0069628,DB09304,setiptiline
C0052237,DB09305,aptazapine
C0066473,DB09306,metralindole
C0063159,DB09307,oxaprotiline
C3655918,DB09308,solithromycin
C0022723,DB09309,kitasamycin
C3709760,DB09310,coagulation factor xiii a-subunit (recombinant)
C4281718,DB09311,polycarbophil
C2756957,DB09312,antilymphocyte immunoglobulin (horse)
C0022041,DB09313,ioxaglic acid
C1136262,DB09314,technetium tc-99m pertechnetate
C0872916,DB09315,xenon-133
C0076368,DB09316,thallous chloride
C0795604,DB09317,"synthetic conjugated estrogens, a"
C1699236,DB09318,"synthetic conjugated estrogens, b"
C0054667,DB09319,carbenicillin indanyl
C0030830,DB09320,procaine benzylpenicillin
C0043491,DB09321,zinc oxide
C0078794,DB09322,zinc sulfate
C0030829,DB09323,benzathine benzylpenicillin
C0038665,DB09324,sulbactam
C0037508,DB09325,sodium fluoride
C1171560,DB09325,sodium fluoride
C1998431,DB09326,ammonia n-13
C1446539,DB09327,tegafur-uracil
C3247604,DB09328,vayarin
C4083872,DB09329,"antihemophilic factor (recombinant), pegylated"
C4058811,DB09330,osimertinib
C2346801,DB09331,daratumumab
C4256164,DB09332,kappadione
C4082438,DB09333,iopodic acid
C1883004,DB09334,seractide acetate
C0540776,DB09335,alatrofloxacin
C0669084,DB09336,technetium tc-99m nofetumomab merpentan
C3536832,DB09337,medical air
C0025446,DB09338,mersalyl
C3652466,DB09339,indium in-111 imciromab pentetate
C3652638,DB09340,tyropanoic acid
C0017725,DB09341,glucose
C0337438,DB09341,glucose
C0033492,DB09342,propoxycaine
C4056441,DB09343,tipiracil
C0063739,DB09344,invert sugar
C0071810,DB09345,pramocaine
C4082771,DB09346,metrizoic acid
C0001017,DB09347,acetrizoic acid
C0033472,DB09348,beta-propiolactone
C0021918,DB09349,gastric intrinsic factor
C1415066,DB09349,gastric intrinsic factor
C0031962,DB09350,piperonyl butoxide
C1171274,DB09351,levobetaxolol
C0030140,DB09352,hydroxyamphetamine
C0038774,DB09353,sulfur
C2348286,DB09353,sulfur
C0075504,DB09355,sulfabenzamide
C0057610,DB09357,dexpanthenol
C0994459,DB09363,rauwolfia serpentina root
C0301550,DB09364,procaine merethoxylline
C0033509,DB09366,propyliodone
C0071554,DB09369,polyestradiol phosphate
C0028360,DB09371,norethynodrel
C0039294,DB09372,tannic acid
C0021234,DB09374,indocyanine green acid form
C0008742,DB09375,chymotrypsin
C0391939,DB09375,chymotrypsin
C0064657,DB09376,lapyrium
C0016369,DB09378,fluprednisolone
C0717752,DB09381,"estrogens, esterified"
C0065967,DB09383,meprednisone
C0028368,DB09389,norgestrel
C0002520,DB09393,amino acids
C3539946,DB09393,amino acids
C3539947,DB09393,amino acids
C0031700,DB09394,phosphoric acid
C0031702,DB09394,phosphoric acid
C1161325,DB09394,phosphoric acid
C0142785,DB09395,sodium acetate
C0039419,DB09397,technetium tc-99m sulfur colloid
C3848572,DB09398,fluoride ion f-18
C0022251,DB09401,isosorbide
C0650160,DB09403,iocetamic acid
C0024472,DB09407,magnesium chloride
C0991847,DB09409,magnesium acetate tetrahydrate
C0138038,DB09413,monopotassium phosphate
C0138037,DB09414,dipotassium phosphate
C0071774,DB09418,potassium perchlorate
C0043375,DB09419,xylose
C3495673,DB09420,iodide i-123
C0040162,DB09421,protirelin
C4521441,DB09421,protirelin
C0037732,DB09422,soybean oil
C0304967,DB09425,indium in-111 pentetate
C0036048,DB09446,safflower oil
C0074757,DB09449,sodium phosphate
C0304866,DB09456,insulin beef
C0075821,DB09459,tartaric acid
C0074732,DB09460,sodium carbonate
C0017861,DB09462,glycerin
C0074769,DB09472,sodium sulfate
C1725176,DB09473,indium in-111 oxyquinoline
C0014027,DB09477,enalaprilat
C0303554,DB09479,rubidium rb-82
C0065517,DB09481,magnesium carbonate
C0142890,DB09484,sodium monofluorophosphate
C0123865,DB09487,iotrolan
C0054340,DB09488,acrivastine
C0087296,DB09490,indium in-111 chloride
C2183192,DB09493,technetium tc-99m red blood cells
C4050542,DB09493,technetium tc-99m red blood cells
C0055152,DB09494,cetyl alcohol
C0097513,DB09495,avobenzone
C0046100,DB09496,octinoxate
C0919292,DB09498,strontium chloride sr-89
C0302967,DB09499,thiosulfuric acid
C0046056,DB09502,fludeoxyglucose f-18
C0732290,DB09510,urea c-13
C0039267,DB09511,talc
C0037138,DB09512,simethicone
C0795589,DB09513,urea c-14
C0048318,DB09516,mequinol
C0875947,DB09517,sodium ferric gluconate complex
C0020306,DB09526,hydroquinone
C1653588,DB09532,human secretin
C1721194,DB09534,ecamsule
C0257715,DB09535,octocrylene
C0076733,DB09536,titanium dioxide
C1876049,DB09537,iodine povacrylex
C1532673,DB09539,omega-3-acid ethyl esters
C0066282,DB09543,methyl salicylate
C2346581,DB09546,iobenguane sulfate i-123
C0011522,DB09551,desoxyribonuclease
C0772395,DB09552,thonzonium
C0137440,DB09555,dexchlorpheniramine maleate
C2352806,DB09559,necitumumab
C0377349,DB09561,sodium glycerophosphate
C2698585,DB09563,choline c-11
C4283865,DB09563,choline c-11
C3491971,DB09564,insulin degludec
C0069449,DB09567,olive oil
C3832882,DB09568,omega-3-carboxylic acids
C3273711,DB09570,ixazomib
C0724614,DB09571,levmetamfetamine
C0010150,DB09877,corynebacterium diphtheriae
C0012551,DB09877,corynebacterium diphtheriae
C0065944,DB10072,neisseria meningitidis group c capsular polysaccharide antigen
C2746171,DB10076,haemophilus influenzae type b strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen
C0597418,DB10276,rotavirus vaccine
C0795661,DB10276,rotavirus vaccine
C2586798,DB10283,"rabies virus inactivated antigen, a"
C3859490,DB10284,neisseria meningitidis serogroup b recombinant lp2086 a05 protein variant antigen
C3859493,DB10285,neisseria meningitidis serogroup b recombinant lp2086 b01 protein variant antigen
C2344273,DB10286,streptococcus pneumoniae type 4 capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344275,DB10287,streptococcus pneumoniae type 6b capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344277,DB10288,streptococcus pneumoniae type 9v capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344265,DB10289,streptococcus pneumoniae type 14 capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344267,DB10290,streptococcus pneumoniae type 18c capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344269,DB10291,streptococcus pneumoniae type 19f capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344271,DB10292,streptococcus pneumoniae type 23f capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746103,DB10293,streptococcus pneumoniae type 1 capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746111,DB10294,streptococcus pneumoniae type 3 capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746114,DB10295,streptococcus pneumoniae type 5 capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746116,DB10296,streptococcus pneumoniae type 6a capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746119,DB10297,streptococcus pneumoniae type 7f capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2746107,DB10298,streptococcus pneumoniae type 19a capsular polysaccharide diphtheria crm197 protein conjugate antigen
C2344297,DB10299,human papillomavirus type 6 l1 capsid protein antigen
C2344291,DB10300,human papillomavirus type 11 l1 capsid protein antigen
C0083858,DB10301,human papillomavirus type 16 l1 capsid protein antigen
C2344295,DB10302,human papillomavirus type 18 l1 capsid protein antigen
C3864832,DB10310,human papillomavirus type 31 l1 capsid protein antigen
C3864831,DB10311,human papillomavirus type 33 l1 capsid protein antigen
C3864830,DB10312,human papillomavirus type 45 l1 capsid protein antigen
C3864829,DB10313,human papillomavirus type 52 l1 capsid protein antigen
C3864828,DB10314,human papillomavirus type 58 l1 capsid protein antigen
C2356367,DB10315,measles virus strain enders' attenuated edmonston live antigen
C2344347,DB10316,mumps virus strain b level jeryl lynn live antigen
C0035923,DB10317,rubella virus vaccine
C2242042,DB10317,rubella virus vaccine
C1815835,DB10318,varicella zoster vaccine (live/attenuated)
C2709734,DB10319,streptococcus pneumoniae type 1 capsular polysaccharide antigen
C2709754,DB10320,streptococcus pneumoniae type 2 capsular polysaccharide antigen
C2709762,DB10321,streptococcus pneumoniae type 3 capsular polysaccharide antigen
C2709766,DB10322,streptococcus pneumoniae type 4 capsular polysaccharide antigen
C2709768,DB10323,streptococcus pneumoniae type 5 capsular polysaccharide antigen
C2709770,DB10324,streptococcus pneumoniae type 6b capsular polysaccharide antigen
C2709772,DB10325,streptococcus pneumoniae type 7f capsular polysaccharide antigen
C2709774,DB10326,streptococcus pneumoniae type 8 capsular polysaccharide antigen
C2709776,DB10327,streptococcus pneumoniae type 9n capsular polysaccharide antigen
C2709778,DB10328,streptococcus pneumoniae type 9v capsular polysaccharide antigen
C2709736,DB10329,streptococcus pneumoniae type 10a capsular polysaccharide antigen
C2709738,DB10330,streptococcus pneumoniae type 11a capsular polysaccharide antigen
C2709740,DB10331,streptococcus pneumoniae type 12f capsular polysaccharide antigen
C2709742,DB10332,streptococcus pneumoniae type 14 capsular polysaccharide antigen
C2709744,DB10333,streptococcus pneumoniae type 15b capsular polysaccharide antigen
C2709746,DB10334,streptococcus pneumoniae type 17f capsular polysaccharide antigen
C2709748,DB10335,streptococcus pneumoniae type 18c capsular polysaccharide antigen
C2709752,DB10336,streptococcus pneumoniae type 19f capsular polysaccharide antigen
C2709750,DB10337,streptococcus pneumoniae type 19a capsular polysaccharide antigen
C2709756,DB10338,streptococcus pneumoniae type 20 capsular polysaccharide antigen
C2709758,DB10339,streptococcus pneumoniae type 22f capsular polysaccharide antigen
C2709760,DB10340,streptococcus pneumoniae type 23f capsular polysaccharide antigen
C2709764,DB10341,streptococcus pneumoniae type 33f capsular polysaccharide antigen
C0771858,DB10342,haemophilus influenzae type b capsular polysaccharide meningococcal outer membrane protein conjugate antigen
C0724511,DB10343,bacillus calmette-guerin substrain tice live antigen
C0162751,DB10344,ginger
C0939895,DB10344,ginger
C1572169,DB10344,ginger
C1879327,DB10344,ginger
C2740621,DB10344,ginger
C0524581,DB10345,house dust
C0981911,DB10345,house dust
C2731464,DB10346,acacia longifolia pollen
C2701587,DB10348,fraxinus americana pollen
C3495118,DB10348,fraxinus americana pollen
C2701729,DB10349,paspalum notatum pollen
C2701576,DB10350,fagus grandifolia pollen
C2684343,DB10351,cynodon dactylon pollen
C2701347,DB10352,betula lenta pollen
C2740288,DB10353,poa annua pollen
C2701074,DB10354,acer negundo pollen
C2701415,DB10355,bromus inermis pollen
C2701239,DB10356,xanthium strumarium pollen
C1441336,DB10357,zea mays pollen
C2701231,DB10357,zea mays pollen
C2701411,DB10359,rumex acetosella pollen
C3495114,DB10359,rumex acetosella pollen
C0981993,DB10360,rumex crispus pollen
C3495121,DB10360,rumex crispus pollen
C2701264,DB10361,ulmus americana pollen
C3463993,DB10362,ulmus pumila pollen
C2701474,DB10363,corylus americana pollen
C2701419,DB10364,carya ovata pollen
C2701339,DB10365,sorghum halepense pollen
C2684348,DB10366,poa pratensis pollen
C4318849,DB10366,poa pratensis pollen
C2701435,DB10368,chenopodium album pollen
C2701126,DB10369,acer saccharum pollen
C2684345,DB10370,festuca pratensis pollen
C3495106,DB10370,festuca pratensis pollen
C4318649,DB10370,festuca pratensis pollen
C2701502,DB10371,prosopis juliflora pollen
C2701243,DB10372,artemisia vulgaris pollen
C3495107,DB10372,artemisia vulgaris pollen
C2701733,DB10373,morus rubra pollen
C2701486,DB10374,quercus agrifolia pollen
C2723725,DB10375,quercus virginiana pollen
C3496624,DB10375,quercus virginiana pollen
C2701478,DB10376,quercus alba pollen
C2701317,DB10377,avena sativa pollen
C1441030,DB10378,olea europaea pollen
C2701713,DB10378,olea europaea pollen
C1165729,DB10379,dactylis glomerata pollen
C1446451,DB10379,dactylis glomerata pollen
C2701170,DB10381,amaranthus retroflexus pollen
C3495111,DB10381,amaranthus retroflexus pollen
C2701770,DB10382,plantago lanceolata pollen
C2701553,DB10383,populus alba pollen
C0981880,DB10384,ambrosia acanthicarpa pollen
C2731839,DB10385,ambrosia artemisiifolia pollen
C3484407,DB10385,ambrosia artemisiifolia pollen
C2701217,DB10386,ambrosia trifida pollen
C3495104,DB10386,ambrosia trifida pollen
C2701206,DB10387,ambrosia psilostachya pollen
C3495117,DB10387,ambrosia psilostachya pollen
C2701360,DB10388,salsola kali pollen
C1165733,DB10389,lolium perenne pollen
C2684346,DB10389,lolium perenne pollen
C0981863,DB10390,artemisia tridentata pollen
C2739885,DB10391,atriplex wrightii pollen
C2701774,DB10392,platanus occidentalis pollen
C2701778,DB10393,platanus racemosa pollen
C0981982,DB10394,phleum pratense pollen
C2701617,DB10395,holcus lanatus pollen
C1440847,DB10396,juglans nigra pollen
C2701649,DB10396,juglans nigra pollen
C2701645,DB10397,juglans californica pollen
C2701364,DB10398,salix nigra pollen
C2684757,DB10399,felis catus skin
C0323677,DB10400,dermatophagoides farinae
C1135618,DB10400,dermatophagoides farinae
C3194702,DB10400,dermatophagoides farinae
C1122992,DB10401,dermatophagoides pteronyssinus
C1135619,DB10401,dermatophagoides pteronyssinus
C3194704,DB10401,dermatophagoides pteronyssinus
C0981893,DB10403,agrostis gigantea pollen
C2684341,DB10403,agrostis gigantea pollen
C2684342,DB10404,anthoxanthum odoratum pollen
C3495115,DB10404,anthoxanthum odoratum pollen
C2701451,DB10406,bos taurus skin
C0010197,DB10408,cotton seed
C2701586,DB10408,cotton seed
C3257522,DB10408,cotton seed
C2701498,DB10411,ceiba pentandra fiber
C2701741,DB10412,mus musculus skin
C0982304,DB10413,orris
C2349965,DB10413,orris
C2725875,DB10413,orris
C4521187,DB10413,orris
C1446777,DB10415,rabbit
C2093603,DB10415,rabbit
C3887509,DB10415,rabbit
C2701482,DB10416,cavia porcellus skin
C0242223,DB10417,periplaneta americana
C1446707,DB10417,periplaneta americana
C2701762,DB10417,periplaneta americana
C0322502,DB10418,blatella germanica
C1963005,DB10418,blatella germanica
C2701384,DB10418,blatella germanica
C0522448,DB10419,solenopsis invicta
C1446856,DB10419,solenopsis invicta
C2723754,DB10419,solenopsis invicta
C1445185,DB10420,gallus gallus feather
C1445191,DB10421,anas platyrhynchos feather
C1445198,DB10422,anser anser feather
C0319911,DB10423,acremonium strictum
C2723553,DB10423,acremonium strictum
C0320062,DB10424,alternaria alternata
C0993202,DB10424,alternaria alternata
C1443103,DB10424,alternaria alternata
C0004037,DB10425,aspergillus fumigatus
C1445421,DB10425,aspergillus fumigatus
C2702393,DB10426,aspergillus niger var. niger
C2701305,DB10427,aureobasidium pullulans var. pullutans
C0579190,DB10428,botrytis cinerea
C1443166,DB10428,botrytis cinerea
C1445424,DB10428,botrytis cinerea
C0006837,DB10429,candida albicans
C0348081,DB10429,candida albicans
C0717551,DB10429,candida albicans
C0319559,DB10430,chaetomium globosum
C1445426,DB10430,chaetomium globosum
C4281567,DB10430,chaetomium globosum
